id_vendas,data,produto,quantidade,modo_pagamento
6489,13-06-2024 12:59:00,Pão de Queijo,5,debito
6490,09-04-2024 15:13:00,Café Filtrado 150 ml,4,debito
6491,27-03-2024 11:34:00,Pão de Queijo,3,credito
6492,08-06-2024 12:21:00,Pão de Queijo,3,pix
6493,03-02-2024 12:50:00,Pão de Queijo,2,credito
6494,11-06-2024 16:52:00,Pão de Queijo,4,credito
6495,09-02-2024 11:43:00,Café Filtrado 150 ml,1,pix
6496,04-03-2024 11:22:00,Pão de Queijo,4,debito
6497,16-04-2024 08:44:00,Bolo de Chocolate,2,pix
6498,05-05-2024 11:06:00,Croissant,1,debito
6499,15-03-2024 09:00:00,Suco,5,debito
6500,04-02-2024 08:46:00,Café Filtrado 150 ml,1,debito
6501,25-05-2024 12:19:00,Café Espresso 50 ml,1,credito
6502,23-01-2024 11:40:00,Suco,1,credito
6503,25-01-2024 10:11:00,Bolo Mole,3,debito
6504,14-04-2024 13:33:00,Suco,5,debito
6505,06-03-2024 09:05:00,Salgado,2,credito
6506,20-03-2024 08:09:00,Torta de Frango,3,debito
6507,15-02-2024 11:32:00,Suco,2,credito
6508,05-06-2024 09:15:00,Pão Integral,4,pix
6509,12-05-2024 08:49:00,Salgado,1,debito
6510,17-01-2024 14:52:00,Pão na Chapa,4,credito
6511,07-05-2024 08:39:00,Croissant,4,pix
6512,14-01-2024 14:56:00,Rosquinha,5,pix
6513,23-03-2024 14:24:00,Café Filtrado 150 ml,2,debito
6514,24-04-2024 12:46:00,Café Filtrado 150 ml,2,pix
6515,01-04-2024 08:08:00,Bolo de Chocolate,2,debito
6516,22-06-2024 15:00:00,Café Filtrado 150 ml,4,debito
6517,19-04-2024 08:30:00,Pão Francês,4,credito
6518,27-02-2024 11:04:00,Bolo de Chocolate,2,credito
6519,09-06-2024 09:22:00,Croissant,4,pix
6520,04-04-2024 10:48:00,Suco,4,debito
6521,26-03-2024 15:25:00,Pão Francês,4,pix
6522,12-02-2024 08:43:00,Pão Integral,5,credito
6523,20-04-2024 08:10:00,Baguete,2,debito
6524,01-04-2024 09:20:00,Suco,4,pix
6525,18-03-2024 12:08:00,Rosquinha,5,pix
6526,06-05-2024 08:34:00,Café Filtrado 150 ml,2,pix
6527,18-04-2024 11:15:00,Pão na Chapa,3,debito
6528,27-01-2024 14:50:00,Café Espresso 50 ml,1,credito
6529,23-03-2024 11:08:00,Café Espresso 50 ml,1,pix
6530,18-06-2024 10:11:00,Rosquinha,1,debito
6531,17-02-2024 11:40:00,Bolo de Chocolate,4,debito
6532,01-06-2024 15:21:00,Suco,3,credito
6533,24-01-2024 09:07:00,Pão Integral,5,credito
6534,30-03-2024 11:02:00,Bolo Mole,1,pix
6535,20-01-2024 12:26:00,Bolo de Chocolate,5,credito
6536,01-02-2024 09:13:00,Bolo de Chocolate,3,debito
6537,21-04-2024 11:16:00,Pão Integral,2,credito
6538,16-05-2024 15:24:00,Rosquinha,5,pix
6539,30-05-2024 12:08:00,Café Filtrado 150 ml,1,credito
6540,18-06-2024 16:47:00,Suco,4,debito
6541,20-02-2024 12:26:00,Pão na Chapa,1,debito
6542,07-05-2024 13:25:00,Rosquinha,4,debito
6543,20-03-2024 12:36:00,Café Pingado 150 ml,1,credito
6544,03-06-2024 10:22:00,Pão Integral,4,pix
6545,23-06-2024 14:02:00,Café Espresso 50 ml,5,pix
6546,30-04-2024 12:02:00,Torta de Frango,5,credito
6547,25-01-2024 12:05:00,Pão na Chapa,3,pix
6548,27-05-2024 13:11:00,Café Espresso 50 ml,1,credito
6549,17-04-2024 15:55:00,Rosquinha,1,credito
6550,08-05-2024 11:18:00,Pão na Chapa,3,pix
6551,03-04-2024 09:46:00,Café Filtrado 150 ml,5,debito
6552,24-01-2024 15:24:00,Bolo Mole,4,pix
6553,23-02-2024 14:47:00,Suco,2,credito
6554,19-03-2024 08:47:00,Bolo de Chocolate,1,pix
6555,31-01-2024 13:37:00,Café Pingado 150 ml,5,pix
6556,05-05-2024 08:53:00,Café Pingado 150 ml,3,pix
6557,16-05-2024 10:18:00,Baguete,5,pix
6558,09-06-2024 12:13:00,Croissant,1,debito
6559,17-04-2024 08:42:00,Torta de Frango,5,credito
6560,21-03-2024 12:10:00,Salgado,4,pix
6561,02-06-2024 12:04:00,Salgado,1,pix
6562,15-05-2024 16:57:00,Pão Francês,4,credito
6563,26-04-2024 08:05:00,Café Pingado 150 ml,5,credito
6564,23-05-2024 09:28:00,Bolo de Chocolate,2,debito
6565,14-01-2024 09:59:00,Pão na Chapa,4,credito
6566,08-05-2024 15:03:00,Salgado,3,pix
6567,01-06-2024 08:36:00,Bolo de Chocolate,4,pix
6568,02-03-2024 16:23:00,Salgado,5,credito
6569,04-05-2024 13:46:00,Bolo Mole,3,pix
6570,17-03-2024 09:12:00,Pão na Chapa,5,debito
6571,07-06-2024 10:58:00,Croissant,3,pix
6572,12-06-2024 11:16:00,Suco,2,credito
6573,02-02-2024 09:33:00,Pão na Chapa,1,debito
6574,07-06-2024 16:34:00,Croissant,1,debito
6575,27-02-2024 10:01:00,Bolo de Chocolate,4,credito
6576,20-05-2024 12:23:00,Café Pingado 150 ml,1,debito
6577,23-04-2024 16:25:00,Bolo Mole,4,debito
6578,10-06-2024 16:13:00,Torta de Frango,4,pix
6579,21-02-2024 09:45:00,Suco,2,pix
6580,09-05-2024 15:40:00,Bolo Mole,3,debito
6581,08-06-2024 10:57:00,Salgado,2,credito
6582,06-03-2024 12:39:00,Bolo Mole,2,pix
6583,07-03-2024 13:49:00,Café Filtrado 150 ml,4,credito
6584,18-05-2024 08:27:00,Pão Integral,2,debito
6585,04-06-2024 12:10:00,Torta de Frango,1,debito
6586,30-05-2024 09:56:00,Café Filtrado 150 ml,2,pix
6587,24-02-2024 08:59:00,Bolo Mole,1,debito
6588,15-06-2024 11:20:00,Pão de Mel,3,credito
6589,22-01-2024 10:07:00,Bolo de Chocolate,5,debito
6590,07-05-2024 09:21:00,Torta de Frango,1,pix
6591,06-04-2024 09:08:00,Baguete,4,debito
6592,12-04-2024 08:33:00,Bolo Mole,1,debito
6593,10-01-2024 11:18:00,Baguete,3,pix
6594,25-05-2024 09:05:00,Café Espresso 50 ml,2,debito
6595,13-03-2024 14:56:00,Salgado,4,pix
6596,11-03-2024 11:48:00,Salgado,3,debito
6597,05-04-2024 13:25:00,Café Pingado 150 ml,5,credito
6598,21-02-2024 10:14:00,Croissant,5,pix
6599,06-04-2024 11:02:00,Bolo de Chocolate,5,pix
6600,29-05-2024 11:04:00,Salgado,5,debito
6601,26-04-2024 16:01:00,Café Filtrado 150 ml,1,debito
6602,30-01-2024 08:42:00,Rosquinha,3,pix
6603,30-01-2024 14:18:00,Suco,4,debito
6604,01-04-2024 11:02:00,Bolo Mole,4,credito
6605,13-03-2024 08:26:00,Baguete,3,debito
6606,15-03-2024 08:27:00,Pão Integral,5,debito
6607,23-01-2024 13:59:00,Bolo Mole,1,credito
6608,10-05-2024 13:25:00,Pão de Queijo,1,debito
6609,14-06-2024 08:49:00,Café Espresso 50 ml,2,debito
6610,17-05-2024 09:43:00,Suco,3,credito
6611,26-03-2024 16:12:00,Salgado,1,pix
6612,08-03-2024 08:09:00,Bolo Mole,4,credito
6613,05-05-2024 15:39:00,Pão Integral,2,debito
6614,08-03-2024 11:39:00,Pão de Mel,2,debito
6615,09-04-2024 14:46:00,Pão Francês,4,debito
6616,26-03-2024 09:09:00,Bolo de Chocolate,4,debito
6617,11-02-2024 11:20:00,Salgado,3,credito
6618,30-03-2024 14:20:00,Pão de Mel,2,debito
6619,15-04-2024 08:09:00,Café Filtrado 150 ml,2,credito
6620,23-06-2024 09:36:00,Pão de Mel,2,debito
6621,12-06-2024 09:17:00,Pão Integral,5,credito
6622,09-06-2024 12:22:00,Baguete,2,credito
6623,23-06-2024 14:41:00,Suco,4,credito
6624,23-05-2024 12:39:00,Baguete,2,debito
6625,25-01-2024 10:28:00,Suco,2,pix
6626,26-03-2024 15:16:00,Torta de Frango,4,debito
6627,18-04-2024 16:19:00,Café Espresso 50 ml,2,debito
6628,03-06-2024 09:49:00,Suco,4,credito
6629,21-02-2024 10:48:00,Café Pingado 150 ml,2,pix
6630,21-05-2024 15:02:00,Pão Integral,4,pix
6631,10-02-2024 15:03:00,Baguete,1,pix
6632,05-02-2024 11:04:00,Café Pingado 150 ml,2,debito
6633,09-03-2024 14:07:00,Salgado,2,credito
6634,06-04-2024 09:43:00,Café Pingado 150 ml,1,credito
6635,29-03-2024 13:43:00,Suco,3,debito
6636,27-04-2024 16:28:00,Baguete,5,credito
6637,04-02-2024 14:44:00,Croissant,1,credito
6638,14-03-2024 08:05:00,Pão Francês,5,pix
6639,01-06-2024 10:01:00,Pão Integral,2,credito
6640,19-02-2024 11:31:00,Bolo Mole,2,pix
6641,11-06-2024 11:58:00,Baguete,1,pix
6642,26-02-2024 10:07:00,Pão na Chapa,2,debito
6643,13-02-2024 13:41:00,Café Espresso 50 ml,2,debito
6644,12-03-2024 10:46:00,Rosquinha,2,pix
6645,23-01-2024 08:00:00,Bolo de Chocolate,4,pix
6646,24-06-2024 11:41:00,Salgado,2,credito
6647,25-04-2024 10:26:00,Baguete,4,debito
6648,22-05-2024 10:45:00,Torta de Frango,4,pix
6649,04-03-2024 16:40:00,Croissant,3,pix
6650,15-02-2024 15:40:00,Rosquinha,1,credito
6651,23-01-2024 10:13:00,Bolo Mole,5,pix
6652,27-05-2024 08:13:00,Café Pingado 150 ml,2,pix
6653,28-03-2024 14:25:00,Baguete,3,credito
6654,07-03-2024 13:54:00,Pão de Queijo,3,credito
6655,25-01-2024 12:49:00,Bolo Mole,1,debito
6656,15-04-2024 11:41:00,Café Pingado 150 ml,4,debito
6657,14-04-2024 15:26:00,Pão Francês,1,credito
6658,21-02-2024 11:29:00,Baguete,4,pix
6659,26-02-2024 16:32:00,Torta de Frango,4,pix
6660,31-03-2024 09:26:00,Pão na Chapa,2,debito
6661,31-01-2024 09:25:00,Salgado,4,debito
6662,17-01-2024 14:54:00,Salgado,5,pix
6663,01-06-2024 11:54:00,Suco,4,credito
6664,11-06-2024 10:50:00,Café Filtrado 150 ml,1,pix
6665,03-04-2024 16:19:00,Pão de Mel,5,debito
6666,07-03-2024 12:56:00,Salgado,3,pix
6667,13-04-2024 14:18:00,Pão na Chapa,5,pix
6668,05-06-2024 14:43:00,Suco,3,credito
6669,23-06-2024 09:48:00,Café Espresso 50 ml,4,credito
6670,12-04-2024 11:46:00,Café Filtrado 150 ml,5,pix
6671,18-02-2024 13:42:00,Bolo Mole,5,debito
6672,12-05-2024 09:06:00,Café Filtrado 150 ml,5,credito
6673,27-02-2024 09:32:00,Pão na Chapa,2,credito
6674,25-05-2024 13:07:00,Café Espresso 50 ml,2,credito
6675,07-06-2024 11:57:00,Bolo de Chocolate,5,credito
6676,24-05-2024 08:20:00,Rosquinha,3,pix
6677,09-01-2024 11:20:00,Café Espresso 50 ml,2,credito
6678,13-05-2024 16:09:00,Café Filtrado 150 ml,5,pix
6679,19-03-2024 15:06:00,Café Pingado 150 ml,4,credito
6680,05-04-2024 15:21:00,Pão de Mel,1,pix
6681,07-04-2024 11:30:00,Baguete,3,debito
6682,25-03-2024 15:14:00,Pão de Queijo,1,pix
6683,21-01-2024 10:29:00,Torta de Frango,2,pix
6684,27-03-2024 13:10:00,Pão de Queijo,3,pix
6685,24-02-2024 08:21:00,Torta de Frango,1,debito
6686,15-02-2024 09:14:00,Pão de Queijo,4,pix
6687,17-01-2024 10:15:00,Suco,5,pix
6688,23-01-2024 14:30:00,Pão Francês,4,credito
6689,28-03-2024 09:24:00,Pão na Chapa,2,credito
6690,02-05-2024 13:00:00,Café Filtrado 150 ml,2,credito
6691,29-03-2024 08:50:00,Salgado,1,credito
6692,18-03-2024 14:20:00,Pão de Mel,2,pix
6693,21-04-2024 15:39:00,Café Filtrado 150 ml,3,credito
6694,23-02-2024 10:01:00,Salgado,5,credito
6695,15-06-2024 15:49:00,Pão de Queijo,1,pix
6696,15-06-2024 14:33:00,Pão de Queijo,5,credito
6697,23-02-2024 08:07:00,Salgado,1,pix
6698,15-01-2024 12:12:00,Croissant,5,credito
6699,02-05-2024 13:16:00,Pão de Mel,4,credito
6700,09-04-2024 09:46:00,Pão de Queijo,3,credito
6701,24-01-2024 16:38:00,Pão Francês,2,pix
6702,13-01-2024 09:54:00,Café Espresso 50 ml,5,credito
6703,08-01-2024 09:14:00,Café Espresso 50 ml,2,credito
6704,16-02-2024 16:38:00,Rosquinha,4,debito
6705,25-03-2024 11:53:00,Suco,3,pix
6706,31-03-2024 09:59:00,Salgado,4,debito
6707,22-03-2024 16:10:00,Pão de Mel,2,pix
6708,01-03-2024 15:44:00,Bolo Mole,4,credito
6709,14-06-2024 14:02:00,Pão na Chapa,3,pix
6710,05-04-2024 13:01:00,Pão de Mel,4,debito
6711,22-05-2024 08:17:00,Baguete,5,credito
6712,26-05-2024 09:57:00,Baguete,1,debito
6713,10-03-2024 10:15:00,Café Pingado 150 ml,4,credito
6714,07-03-2024 09:32:00,Pão na Chapa,4,credito
6715,21-03-2024 14:30:00,Salgado,1,pix
6716,19-02-2024 16:16:00,Croissant,2,pix
6717,10-05-2024 14:53:00,Pão de Queijo,1,pix
6718,28-05-2024 16:33:00,Croissant,1,debito
6719,03-02-2024 15:47:00,Bolo Mole,3,pix
6720,08-05-2024 08:12:00,Pão Francês,3,debito
6721,19-04-2024 09:48:00,Café Espresso 50 ml,5,debito
6722,28-01-2024 14:14:00,Bolo Mole,2,debito
6723,15-03-2024 11:22:00,Pão de Queijo,3,credito
6724,31-03-2024 08:50:00,Bolo de Chocolate,1,debito
6725,25-02-2024 13:31:00,Café Espresso 50 ml,3,debito
6726,25-01-2024 11:36:00,Pão Francês,4,credito
6727,13-03-2024 14:24:00,Croissant,3,debito
6728,10-06-2024 12:04:00,Torta de Frango,3,credito
6729,14-03-2024 13:53:00,Rosquinha,2,credito
6730,15-03-2024 15:18:00,Café Espresso 50 ml,2,pix
6731,11-04-2024 14:12:00,Bolo Mole,2,credito
6732,25-01-2024 12:53:00,Café Espresso 50 ml,2,pix
6733,20-04-2024 10:39:00,Pão de Mel,3,credito
6734,18-06-2024 16:58:00,Pão na Chapa,5,pix
6735,11-04-2024 12:46:00,Pão Integral,2,debito
6736,11-01-2024 13:58:00,Pão de Queijo,2,debito
6737,07-02-2024 16:29:00,Café Filtrado 150 ml,3,pix
6738,15-03-2024 15:09:00,Pão Francês,3,credito
6739,18-06-2024 08:52:00,Bolo Mole,3,debito
6740,08-04-2024 12:05:00,Pão de Queijo,2,debito
6741,06-04-2024 16:28:00,Pão na Chapa,5,pix
6742,20-06-2024 16:52:00,Bolo de Chocolate,1,credito
6743,18-04-2024 11:27:00,Café Pingado 150 ml,5,credito
6744,19-03-2024 08:20:00,Suco,3,debito
6745,07-04-2024 15:03:00,Café Filtrado 150 ml,2,credito
6746,22-06-2024 15:32:00,Café Filtrado 150 ml,1,pix
6747,25-04-2024 13:46:00,Suco,1,debito
6748,07-03-2024 14:41:00,Café Filtrado 150 ml,1,pix
6749,08-03-2024 13:01:00,Suco,2,pix
6750,14-06-2024 14:27:00,Bolo Mole,2,pix
6751,12-06-2024 09:27:00,Pão na Chapa,2,credito
6752,21-06-2024 13:28:00,Salgado,5,credito
6753,16-02-2024 09:22:00,Suco,4,debito
6754,03-03-2024 15:01:00,Torta de Frango,2,credito
6755,11-05-2024 11:51:00,Suco,1,debito
6756,13-02-2024 12:58:00,Café Filtrado 150 ml,5,pix
6757,21-04-2024 13:07:00,Café Filtrado 150 ml,1,pix
6758,15-01-2024 11:27:00,Café Filtrado 150 ml,1,pix
6759,10-05-2024 15:34:00,Bolo Mole,2,debito
6760,02-06-2024 08:06:00,Pão Francês,3,pix
6761,04-02-2024 15:32:00,Pão Francês,2,credito
6762,03-04-2024 16:45:00,Café Filtrado 150 ml,3,pix
6763,06-04-2024 16:18:00,Croissant,4,debito
6764,14-02-2024 09:13:00,Pão Integral,2,credito
6765,17-02-2024 10:02:00,Suco,1,debito
6766,11-05-2024 09:48:00,Café Espresso 50 ml,5,credito
6767,16-01-2024 14:56:00,Bolo Mole,5,credito
6768,16-04-2024 09:58:00,Croissant,3,pix
6769,28-01-2024 08:23:00,Pão de Mel,1,debito
6770,17-03-2024 08:27:00,Café Espresso 50 ml,5,credito
6771,08-06-2024 09:38:00,Pão de Queijo,1,debito
6772,26-03-2024 15:41:00,Café Espresso 50 ml,5,debito
6773,09-06-2024 12:14:00,Pão na Chapa,5,debito
6774,08-01-2024 16:22:00,Bolo de Chocolate,4,credito
6775,02-03-2024 09:17:00,Pão de Mel,4,credito
6776,06-04-2024 10:48:00,Pão Integral,2,credito
6777,09-04-2024 15:20:00,Croissant,1,credito
6778,27-02-2024 16:36:00,Torta de Frango,2,debito
6779,05-06-2024 08:34:00,Croissant,1,credito
6780,22-06-2024 10:00:00,Pão Francês,4,debito
6781,04-06-2024 14:50:00,Bolo Mole,3,credito
6782,17-05-2024 11:29:00,Pão na Chapa,2,debito
6783,20-03-2024 16:46:00,Salgado,2,debito
6784,08-03-2024 12:14:00,Pão de Queijo,5,credito
6785,02-04-2024 10:38:00,Bolo de Chocolate,1,debito
6786,17-03-2024 09:43:00,Café Espresso 50 ml,1,pix
6787,05-03-2024 08:37:00,Café Pingado 150 ml,2,pix
6788,06-04-2024 13:34:00,Pão Francês,1,debito
6789,10-03-2024 09:59:00,Pão de Queijo,3,debito
6790,24-05-2024 08:16:00,Bolo de Chocolate,3,debito
6791,08-01-2024 15:51:00,Café Espresso 50 ml,2,credito
6792,28-04-2024 09:00:00,Baguete,4,pix
6793,13-01-2024 15:47:00,Café Pingado 150 ml,3,pix
6794,18-03-2024 09:47:00,Rosquinha,2,credito
6795,28-05-2024 13:46:00,Rosquinha,1,credito
6796,22-04-2024 08:51:00,Pão de Mel,1,pix
6797,29-04-2024 12:10:00,Pão Francês,2,pix
6798,27-04-2024 14:09:00,Salgado,1,credito
6799,16-01-2024 08:57:00,Suco,4,debito
6800,01-03-2024 16:37:00,Bolo de Chocolate,4,pix
6801,05-03-2024 10:56:00,Café Pingado 150 ml,2,pix
6802,06-02-2024 13:34:00,Pão na Chapa,1,pix
6803,11-04-2024 10:55:00,Suco,1,debito
6804,31-01-2024 12:23:00,Torta de Frango,5,credito
6805,27-05-2024 08:33:00,Pão de Queijo,3,debito
6806,04-03-2024 09:48:00,Pão Integral,4,credito
6807,25-04-2024 14:13:00,Salgado,5,credito
6808,20-05-2024 10:07:00,Pão Integral,2,pix
6809,06-05-2024 13:05:00,Suco,5,pix
6810,10-06-2024 08:38:00,Pão Integral,3,credito
6811,14-02-2024 13:39:00,Pão de Queijo,4,pix
6812,20-02-2024 11:21:00,Croissant,5,credito
6813,11-03-2024 13:52:00,Pão na Chapa,5,debito
6814,19-06-2024 16:57:00,Bolo de Chocolate,1,debito
6815,15-02-2024 10:12:00,Bolo Mole,2,pix
6816,27-01-2024 08:56:00,Café Filtrado 150 ml,5,pix
6817,15-04-2024 16:16:00,Torta de Frango,1,debito
6818,21-05-2024 11:06:00,Pão Francês,5,credito
6819,21-01-2024 11:50:00,Café Espresso 50 ml,1,pix
6820,24-06-2024 12:23:00,Pão Francês,4,debito
6821,15-03-2024 10:32:00,Bolo de Chocolate,3,debito
6822,12-06-2024 10:25:00,Salgado,3,credito
6823,27-03-2024 15:00:00,Café Pingado 150 ml,5,pix
6824,02-05-2024 14:43:00,Bolo Mole,3,pix
6825,08-04-2024 11:26:00,Pão Integral,3,pix
6826,22-02-2024 16:10:00,Café Espresso 50 ml,4,pix
6827,18-02-2024 12:24:00,Suco,3,debito
6828,08-03-2024 12:50:00,Café Espresso 50 ml,5,pix
6829,14-06-2024 15:38:00,Croissant,5,debito
6830,01-06-2024 14:31:00,Croissant,5,debito
6831,10-03-2024 14:05:00,Pão Francês,2,pix
6832,25-01-2024 13:11:00,Pão na Chapa,4,pix
6833,09-06-2024 09:32:00,Pão Integral,2,debito
6834,14-05-2024 11:24:00,Bolo Mole,3,pix
6835,22-04-2024 09:16:00,Bolo Mole,5,pix
6836,23-06-2024 16:54:00,Croissant,1,credito
6837,29-01-2024 12:02:00,Croissant,3,credito
6838,26-01-2024 15:50:00,Bolo de Chocolate,4,debito
6839,15-02-2024 16:25:00,Croissant,3,pix
6840,15-03-2024 08:16:00,Pão Integral,5,pix
6841,10-02-2024 10:18:00,Torta de Frango,1,credito
6842,30-05-2024 08:28:00,Bolo de Chocolate,3,pix
6843,16-03-2024 16:20:00,Rosquinha,2,pix
6844,26-04-2024 08:35:00,Pão na Chapa,4,credito
6845,15-05-2024 12:31:00,Torta de Frango,1,credito
6846,07-04-2024 08:01:00,Pão na Chapa,5,pix
6847,08-04-2024 09:16:00,Pão de Mel,3,credito
6848,25-02-2024 13:12:00,Croissant,3,pix
6849,25-01-2024 16:54:00,Bolo de Chocolate,3,credito
6850,06-02-2024 08:59:00,Café Filtrado 150 ml,4,pix
6851,09-02-2024 15:05:00,Pão de Mel,2,pix
6852,27-01-2024 14:33:00,Croissant,4,credito
6853,22-02-2024 14:45:00,Suco,5,pix
6854,16-06-2024 09:34:00,Baguete,2,pix
6855,18-04-2024 09:28:00,Pão na Chapa,2,credito
6856,15-06-2024 09:00:00,Bolo de Chocolate,4,credito
6857,25-04-2024 16:25:00,Rosquinha,3,credito
6858,03-06-2024 16:34:00,Rosquinha,2,debito
6859,13-01-2024 12:21:00,Bolo Mole,4,credito
6860,30-01-2024 15:59:00,Pão Francês,5,debito
6861,05-04-2024 15:56:00,Pão de Mel,5,pix
6862,12-05-2024 15:10:00,Pão Francês,2,pix
6863,29-03-2024 11:42:00,Baguete,3,credito
6864,16-04-2024 12:10:00,Café Filtrado 150 ml,4,credito
6865,29-03-2024 14:53:00,Suco,4,pix
6866,19-03-2024 12:02:00,Café Espresso 50 ml,2,credito
6867,31-01-2024 08:34:00,Rosquinha,5,debito
6868,17-01-2024 09:32:00,Baguete,4,pix
6869,06-02-2024 15:32:00,Pão na Chapa,2,debito
6870,03-02-2024 12:45:00,Bolo de Chocolate,1,credito
6871,16-04-2024 09:55:00,Pão Francês,3,credito
6872,13-04-2024 09:00:00,Pão de Mel,4,credito
6873,17-02-2024 16:15:00,Rosquinha,1,debito
6874,27-02-2024 13:20:00,Pão Francês,1,debito
6875,03-02-2024 11:29:00,Café Filtrado 150 ml,5,pix
6876,12-06-2024 08:03:00,Café Espresso 50 ml,3,credito
6877,25-01-2024 10:20:00,Pão na Chapa,5,credito
6878,19-04-2024 10:37:00,Bolo Mole,1,debito
6879,20-02-2024 16:48:00,Pão de Mel,3,pix
6880,06-04-2024 13:19:00,Pão Francês,5,credito
6881,24-05-2024 16:18:00,Café Filtrado 150 ml,4,credito
6882,16-05-2024 09:53:00,Bolo Mole,5,debito
6883,05-06-2024 16:55:00,Suco,5,debito
6884,20-06-2024 13:10:00,Baguete,5,credito
6885,30-01-2024 13:01:00,Baguete,2,debito
6886,27-03-2024 11:14:00,Pão de Queijo,4,credito
6887,15-05-2024 09:27:00,Torta de Frango,5,debito
6888,04-02-2024 14:09:00,Bolo de Chocolate,3,debito
6889,25-03-2024 11:17:00,Bolo de Chocolate,3,debito
6890,24-06-2024 11:27:00,Pão de Mel,1,debito
6891,17-01-2024 08:49:00,Café Filtrado 150 ml,3,debito
6892,01-05-2024 11:53:00,Torta de Frango,1,pix
6893,17-02-2024 12:42:00,Pão Integral,5,credito
6894,20-05-2024 10:11:00,Bolo de Chocolate,1,debito
6895,05-05-2024 08:39:00,Café Pingado 150 ml,4,credito
6896,23-06-2024 12:20:00,Salgado,2,credito
6897,28-04-2024 14:54:00,Pão de Queijo,4,debito
6898,13-03-2024 13:55:00,Pão Integral,4,pix
6899,08-01-2024 09:56:00,Pão de Mel,4,debito
6900,12-06-2024 08:20:00,Café Espresso 50 ml,4,debito
6901,06-04-2024 13:22:00,Bolo de Chocolate,4,debito
6902,14-01-2024 10:54:00,Pão de Queijo,1,pix
6903,06-06-2024 14:57:00,Croissant,2,credito
6904,18-02-2024 12:52:00,Torta de Frango,1,credito
6905,21-05-2024 10:24:00,Café Espresso 50 ml,2,debito
6906,04-03-2024 13:11:00,Pão na Chapa,3,debito
6907,17-03-2024 08:34:00,Suco,2,credito
6908,21-06-2024 13:45:00,Pão Integral,2,credito
6909,08-03-2024 13:18:00,Café Pingado 150 ml,5,pix
6910,03-06-2024 14:20:00,Pão Integral,3,debito
6911,01-06-2024 10:02:00,Suco,3,pix
6912,08-04-2024 13:27:00,Pão na Chapa,3,pix
6913,28-03-2024 16:38:00,Pão Francês,3,credito
6914,29-01-2024 13:10:00,Bolo de Chocolate,4,debito
6915,24-04-2024 16:12:00,Café Espresso 50 ml,4,pix
6916,10-05-2024 11:27:00,Café Espresso 50 ml,5,pix
6917,14-02-2024 14:03:00,Salgado,3,debito
6918,23-03-2024 12:36:00,Baguete,5,credito
6919,24-05-2024 15:42:00,Pão de Queijo,4,debito
6920,10-02-2024 12:51:00,Pão de Mel,5,credito
6921,16-06-2024 10:50:00,Café Espresso 50 ml,1,pix
6922,23-04-2024 08:26:00,Pão na Chapa,3,pix
6923,21-06-2024 11:07:00,Pão Francês,4,pix
6924,22-01-2024 08:13:00,Suco,3,debito
6925,23-05-2024 15:31:00,Café Espresso 50 ml,1,credito
6926,17-02-2024 09:18:00,Pão Francês,2,credito
6927,30-04-2024 16:19:00,Pão na Chapa,5,pix
6928,19-02-2024 14:02:00,Pão Integral,4,pix
6929,25-03-2024 10:21:00,Bolo de Chocolate,3,pix
6930,29-03-2024 12:59:00,Pão de Mel,4,debito
6931,07-06-2024 09:24:00,Suco,5,pix
6932,20-06-2024 12:14:00,Rosquinha,2,pix
6933,29-04-2024 10:49:00,Rosquinha,3,debito
6934,11-03-2024 14:17:00,Bolo de Chocolate,1,pix
6935,07-02-2024 15:28:00,Bolo de Chocolate,3,debito
6936,14-06-2024 08:28:00,Pão de Queijo,3,debito
6937,30-04-2024 10:54:00,Salgado,4,debito
6938,17-03-2024 08:49:00,Pão na Chapa,4,pix
6939,02-04-2024 10:16:00,Pão na Chapa,3,credito
6940,29-05-2024 13:57:00,Salgado,3,pix
6941,11-06-2024 15:43:00,Baguete,1,debito
6942,06-02-2024 13:23:00,Café Espresso 50 ml,1,credito
6943,31-01-2024 11:51:00,Bolo de Chocolate,1,credito
6944,10-01-2024 12:12:00,Pão na Chapa,2,pix
6945,04-05-2024 09:25:00,Torta de Frango,1,credito
6946,03-06-2024 10:02:00,Torta de Frango,5,debito
6947,08-02-2024 13:25:00,Café Espresso 50 ml,2,credito
6948,07-03-2024 09:43:00,Pão de Mel,4,credito
6949,02-05-2024 15:38:00,Café Pingado 150 ml,2,credito
6950,29-02-2024 09:57:00,Torta de Frango,3,credito
6951,08-05-2024 10:45:00,Bolo de Chocolate,2,debito
6952,28-03-2024 13:58:00,Pão de Queijo,1,pix
6953,17-06-2024 13:38:00,Café Filtrado 150 ml,3,debito
6954,14-04-2024 09:47:00,Pão de Queijo,5,credito
6955,22-04-2024 11:05:00,Pão de Queijo,5,pix
6956,01-05-2024 11:04:00,Café Filtrado 150 ml,3,credito
6957,02-03-2024 10:26:00,Pão na Chapa,2,credito
6958,18-03-2024 15:29:00,Bolo Mole,1,debito
6959,22-02-2024 13:04:00,Bolo Mole,3,pix
6960,21-02-2024 16:01:00,Torta de Frango,3,debito
6961,23-06-2024 08:37:00,Salgado,3,pix
6962,17-05-2024 14:37:00,Pão Francês,5,debito
6963,15-04-2024 10:26:00,Bolo Mole,4,debito
6964,24-03-2024 15:50:00,Suco,3,pix
6965,13-03-2024 16:34:00,Suco,5,credito
6966,04-03-2024 11:01:00,Pão na Chapa,5,pix
